Title,Authors,Text,Image,Videos,Link,Published_Date
How to Watch VR,[],"IN YOUR HEADSET...

Headsets are hands-down the best way to watch VR stories. You can see the latest from CNNVR on the Samsung VR app , the Oculus Video app on Rift , or on the CNNVR app on Google Daydream . Just look left or right to explore the 360 world around you. Believe us, you need to try this.",https://cdn.cnn.com/cnnnext/dam/assets/170304155524-vr-how-to-watch-cover-image-super-tease.jpg,[],http://edition.cnn.com/2017/03/04/vr/how-to-watch-vr,2017-03-04 00:00:00
Rest of whiskey storage warehouse collapses in Kentucky,[],"Whiskey barrels were piled in a mountainous heap Wednesday after the rest of a whiskey storage warehouse collapsed in Kentucky, nearly two weeks after part of the decades-old structure came crashing down.

The remainder of the massive structure collapsed at the Barton 1792 Distillery in Bardstown, Nelson County Emergency Management spokesman Milt Spalding said. No injuries were reported in either collapse, he said.

“It is a mountain of bourbon barrels,” he said Wednesday.

Environmental and wildlife officials were on the scene to determine if any whiskey spilled into a nearby waterway, he said. The distillery owner Sazerac, a Louisiana-based spirits company, already was facing a state fine stemming from the initial collapse.

In a statement, the company said its employees “worked quickly to contain the spill” Wednesday, with none of the new runoff entering any waterways.

After the initial collapse last month, the company said the damaged warehouse had held about 18,000 barrels of aging spirits. Up to half the barrels inside were affected by the first collapse, it said.

The company said at the time that the collapse had affected “a mix of various distilled products at various ages.” On Wednesday, it said it did not know how many barrels can be salvaged or what caused the initial collapse.

Cleanup crews have been at the scene for days, and the company called in “more resources” after the second collapse, Spalding said Wednesday. The warehouse was built in the 1940s.

Following the first collapse, a Kentucky Energy and Environment Cabinet spokesman said Sazerac would be cited for failing to report the spill of whiskey in a timely manner and for polluting waters. The spokesman said Barton 1792 moved quickly to stop the alcohol from entering the creek but didn’t alert the state quickly enough.

Whiskey flowing into a nearby stream and river killed about 800 fish after the initial collapse, officials said. Bardstown is about 40 miles south of Louisville.

Nelson County Emergency Management director Joe Prewitt said last month he couldn’t recall another whiskey warehouse collapse.

Bourbon ages for years in charred new oak barrels, where it acquires its color and flavor.

Sazerac also owns Buffalo Trace Distillery in Frankfort, Kentucky.

Kentucky’s bourbon sector is in the midst of a more than $1.1 billion boom that includes expanded production facilities, more storage warehouses and new tourism centers. Kentucky distillers have more than 6.6 million bourbon barrels aging, according to the Kentucky Distillers’ Association.",http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/06/26/0/0/694940094001_5802053171001_5802042646001-vs.jpg?ve=1,[],http://www.foxnews.com/us/2018/07/05/rest-whiskey-storage-warehouse-collapses-in-kentucky.html,2018-07-05 00:00:00
5 Things You Didn't Know About Ainsley Earhardt,['Ainsley Earhardt'],"5 Things You Didn't Know About Abby Huntsman

Ainsley Earhardt Donates $50K of Book Proceeds to Folds of Honor

Fox News Insider caught up with ""Fox & Friends"" anchor and best-selling author Ainsley Earhardt for an inside look at her life away from the studio.

See what the South Carolina native had to say below...

1. Jesus and my daughter, Hayden, are the best gifts God has ever given me. My faith is something I rely on heavily.

God blessed me with His son and then He blessed me with my very own daughter to love. It's been a wonderful life.

When I go home, I love to open the door and hear my daughter say 'Mama, Mama!' and she runs into my arms and my heart melts.

She is definitely my greatest joy. I pray daily that God blesses me with a very long life so I can watch her grow up and be there for her.

I pray that she comes to know Christ at an early age and that God watches over her as she grows up in this crazy city called New York.

2. I completed a half marathon in Austin, Texas. At first I told my friend there was no way I could run that far. It was actually more of a fast walk, like a shuffle.

We trained and trained and I got better and better and we did it. My leg was killing me, but I made it!

3. I wore three sets of braces because my teeth were so bad. My teeth were really separated when I was young.

One set actually ended up breaking, but it all worked out and now I love my smile!

4. My friend and co-worker Geraldo Rivera was one of my daughter's first babysitters, when I brought her into Fox News Channel for her first TV appearance after she was born.

He watched Hayden in the hallway outside the studio while I was inside. I remember thinking that it was so cool that Geraldo, who I used to watch on TV, was babysitting my daughter for me.

5. When I was a little girl I went with my family to Washington, D.C. for a basketball tournament. My dad was the coach.

We toured the city and saw the space museum and all the monuments, including the White House.

Here I am all these years later, anchoring the #1 morning show on cable news, getting an opportunity to speak to the President of the United States and visiting the Oval Office!

In her new book, The Light Within Me: An Inspirational Memoir, Ainsley offers a powerful, uplifting look at her life and her spiritual journey, reflecting on her family, her faith, and her successful career.

Showing Hayden some of the pictures in my new book, “The Light Within Me,” available tomorrow! #TheLightWithinMe @foxandfriends pic.twitter.com/JCyrnscJah — Ainsley Earhardt (@ainsleyearhardt) April 23, 2018

See more about your favorite Fox News hosts...

Judge Jeanine

Tomi Lahren

Shannon Bream

Sandra Smith

Harris Faulkner",http://insider.foxnews.com/sites/insider.foxnews.com/files/styles/780/public/Ainsley-Earhardt-FoxNews-People-Page.png?itok=sA40X33m,[],http://insider.foxnews.com/2018/05/03/ainsley-earhardt-5-things-you-didnt-know-facts-photos-family,2018-05-03 00:00:00
Amy Coney Barrett criticized for ties to People of Praise: A look at the group,['Kaitlyn Schallhorn'],"If President Trump nominates Amy Coney Barrett to the Supreme Court, the federal judge can expect her second bruising round of confirmation hearings in less than a year and more of what supporters call ""unfair criticisms"" about her faith.

Barrett, 46, is one of six judges Trump has already interviewed to replace retiring Justice Anthony Kennedy on the bench. She is a federal appeals court judge who was appointed by Trump in 2017. Her Senate confirmation was anything but easy as she was grilled by Democrats about her religious background.

She once told a 2006 Notre Dame Law School graduating class that their “legal career is but a means to an end, and … that end is building the kingdom of God. … If you can keep in mind that your fundamental purpose in life is not to be a lawyer, but to know, love and serve God, you truly will be a different kind of lawyer.”

“The dogma lives loudly within you, and that’s of concern,” Sen. Dianne Feinstein, D-Calif., said during the September 2017 hearing.

When Sen. Dick Durbin, D-Ill. asked if she was an “orthodox Catholic” -- a term used in a paper she co-authored two decades before -- Barrett clarified she is a “faithful Catholic” but would “stress my personal church affiliation or my religious belief would not bear on the discharge of my duties as a judge.”

After Barrett’s hearing, Princeton University President Christopher L. Eisgruber said he was “deeply concerned by the harsh and often unfair criticisms that are now routinely levelled from both sides of the political spectrum against distinguished judicial nominees who would serve this country honorably and well,"" including Barrett. He urged the Senate Judiciary Committee to “refrain from interrogating nominees about the religious or spiritual foundations of their jurisprudential views.”

Barrett’s connections to a charismatic organization, the People of Praise, has also come under fire, especially as she’s made it onto the short list of the president’s Supreme Court picks. Barrett’s critics have called the group a “cult” and believe it could cloud her judgment on the nation’s highest court.

Barrett was also a trustee of the Trinity School, an education program founded by the People of Praise, from 2015 to 2017.

Read on for a look at the People of Praise and how Barrett fits into the group.

So what is the People of Praise?

On its website, the People of Praise bills itself as a “Christian community of families and single people who seek to participate in the mission of the church in our time and to live our lives communally until the day when Jesus will be all in all.”

It has members of many denominations, although the majority are Catholic.

The religious group also says it understands it can be difficult for some people to understand as “we are a community that defies categories.”

A LOOK AT THE PROCESS TO CONFIRM A SUPREME COURT JUSTICE

When Barrett’s involvement with the group first drew criticism in 2017, Craig S. Lent, a People of Praise leader and University of Notre Dame professor, defended it as something that’s not “nefarious or controversial.”

“We don’t try to control people,” he told The New York Times. “And there’s never any guarantee that the leader is always right. You have to discern and act in the Lord.”

Aside from its schools, the People of Praise also does mission work, especially in low-income or high-crime neighborhoods in Indiana.

What is this about ‘handmaids'?

According to The Times, male leaders in the group are referred to as “heads” and women are called “handmaids.” But Lent said the group has decided to use “woman leader” instead of handmaid in recent years.

“We follow the New Testament pattern of asking men to take on some spiritual responsibility for their families,” Lent said.

Is it political?

Bishop Peter Smith, an auxiliary bishop of the Diocese of Portland, Oregon, told the Catholic News Agency (CNA) the group is non-partisan.

“I know for a fact there are both registered Republicans and Democrats as well as independents in the People of Praise,” Smith said. He is a part of the Brotherhood of the People of Praise, which CNA said is an association of priests who are connected to the organization.

Lent also told The New York Times the group would never tell a person in a political or judicial office ""how to discharge their responsibilities.”

How does one join the group?

One can join the People of Praise after what it calls “an initial period of discernment and preparation” -- something that can take as long as six years. After that, an individual is asked to make a covenant of a “promise of love and service to fellow community members and to God.”

TRUMP’S SUPREME COURT CANDIDATES: MEET THE NOMINEES

The covenant is not an oath or a vow, meaning it is not permanent.

How did it get its start?

The People of Praise began in 1971 in South Bend, Indiana, according to its website. Many of its founders were associated with the University of Notre Dame, the Catholic college where Barrett both studied and taught.

Now, there are 22 locations across the U.S., Canada and the Caribbean, according to its website. It boasts nearly 2,000 adult members.

What does this mean for Barrett?

Christians and conservatives have rushed to Barrett’s defense in wake of her reported inclusion on Trump’s short list for the Supreme Court.

Mona Charen, a senior fellow at the Ethics and Public Policy Center, wrote, “If Barrett is a glazed-eyed cultist, she’s done an incredible job of hiding it.” The Washington Examiner’s Becket Adams called the judge “the sort of person who pro-abortion advocates and other left-leaning activists would do and say anything to block from taking a Supreme Court seat.”

In a column for Bloomberg, Ramesh Ponnuru implored the president to pick Barrett.

“If Democrats want to make a case against Barrett’s religion again, but with the added publicity a Supreme Court nomination would bring, it probably would not play better,” Ponnuru said.

Catholic League President Bill Donohue said Feinstein and Durbin should recuse themselves from the vote if Barrett is Trump’s pick because of their “anti-Catholic bias.”

“Not to do so would be intellectually dishonest and patently unfair to Judge Barrett,” Donohue said.

WHO ARE THE SUPREME COURT JUSTICES?

Barrett’s faith could pose a challenge to future court decisions regarding abortion, a practice that most Christians and Catholics are fundamentally opposed to.

On the landmark Roe v. Wade ruling that legalized abortion, Barrett has said, “I’m sure every nominee before you would have personal beliefs about that precedent and many others. But all nominees are united in their belief that what they think about a precedent should not bear on how they will decide cases.”

Two years ago, just before the presidential election, she said she didn’t think that the “core case” of Roe v. Wade would be overturned.

“I think the question of whether people can get late-term abortions -- how many restrictions can be put on clinics -- I don’t think that will change,” she said.

She described abortion as “always immoral” on a White House questionnaire last year. But she said then, “If I am confirmed, my views on this or any other question will have no bearing on the discharge of my duties as a judge.”

Fox News’ Bill Mears, Alex Pappas and The Associated Press contributed to this report.",http://a57.foxnews.com/images.foxnews.com/content/fox-news/politics/2018/07/06/amy-coney-barrett-criticized-for-ties-to-people-praise-look-at-group/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1530896533586.jpg?ve=1,[],http://www.foxnews.com/politics/2018/07/06/amy-coney-barrett-criticized-for-ties-to-people-praise-look-at-group.html,2018-07-06 00:00:00
'Big Bang' star Kaley Couco undergoes shoulder surgery days after marrying Karl Cook,['Julius Young'],"It looks like “Big Bang Theory” star Kaley Cuoco’s honeymoon with Karl Cook has been cut short, although we’re unsure if it ever began.

Cuoco posted a photo to Instagram on Thursday of herself bedridden in the hospital and recovering from an apparent shoulder surgery.

The photo came with the caption: “When your ‘honeymoon’ is shoulder surgery and your husband looks just as happy lol on the road to recovery - thank you for all the love and support!”

In the pic, Couco’s husband, Karl stares at the camera with a Cheshire catlike smile on his face while Couco looks grim and disheveled.

Cuoco’s caption continued, “knowing @mrtankcook I’m sure he will be posting tons of hilarious gems -- thank god my hair color is on point.”

The newlyweds aren’t strangers to fun-loving jokes as evidenced by their horse-themed wedding last Saturday in San Diego.

It’s unclear what events forced Cuoco to go under the knife, or if it was planned the whole time, but Cook didn’t seem to have cause for concern and made a gag out of the whole instance.

Representatives for Cuoco did not immediately respond to requests for comment.",http://a57.foxnews.com/images.foxnews.com/content/fox-news/entertainment/2018/07/05/big-bang-star-kaley-couco-undergoes-shoulder-surgery-days-after-marrying-karl-cook/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1530824777810.jpg?ve=1,[],http://www.foxnews.com/entertainment/2018/07/05/big-bang-star-kaley-couco-undergoes-shoulder-surgery-days-after-marrying-karl-cook.html,2018-07-05 00:00:00
MSNBC dusts off 1990s comedian Sinbad to slam 'post-dementia' President Trump,['Brian Flood'],"MSNBC fired up the wayback machine and turned to 1990s comedian and former ""Celebrity Apprentice"" contestant Sinbad to slam President Trump on Thursday.

MSNBC host Ari Melber said the ""Coneheads"" star was qualified to comment on the president because the country is engaged in a “culture war” and Sinbad is “a figure in the culture."" Melber asked, “Why do you think he’s picking these fights with everyone from the NFL to [Robert] De Niro?”

“There is two different Donald Trump’s. There is the Donald Trump of the 90s… Now you’ve got this other one. The post-dementia Donald Trump who just loves picking fights because I think he’s a lonely man,” Sinbad said.

Sinbad then claimed Trump “never really had a lot of friends” and has always wanted to be “popular.”

Sinbad appeared alongside Trump on “Celebrity Apprentice” back in 2010. Trump fired him in the second week of the season.

Sinbad has been salty about getting fired by Trump for years, and expressed regret that he didn’t mock Trump’s hair to his face during a HuffPost interview in 2013. It’s unclear if he has had any contact with Trump in the past eight years but that didn’t stop him from analyzing the president.

“He wants to be a celebrity, and he loves being able to Twitter slam people because he can’t meet them face to face. He’s not good with that,” Sinbad said despite the fact that he was once fired, face-to-face, by Trump.

The comedian then called Trump a “keyboard gangsta” who “wouldn’t hurt a fly.”

Sinbad said Trump didn’t want to be the president and was simply aiming to land a TV show out of the popularity he gained during the 2016 campaign. Melber did not remind Sinbad that Trump actually had to walk away from his TV show, “Celebrity Apprentice,” to pursue a political career.

Sinbad’s appearance on MSNBC comes two weeks after fellow 1990s celebrity Tom Arnold was given a platform on both CNN and MSNBC to go after the president. Arnold promoted an upcoming Vice series called “The Hunt for the Trump Tapes"" that is expected to focus on would-be damaging recordings of the president that Arnold once claimed to own.

The comedian said on KIRO radio's ""The Dori Monson Show"" after the election that he was sent the outtakes as part of a ""Christmas video"" by producers of the show. He said they sent it around as a ""funny"" video when Trump announced his candidacy and they had no faith he had a chance of winning.

""I have the outtakes to 'The Apprentice' where he says every bad thing ever, every offensive, racist thing ever,"" Arnold claimed.

The Republican National Committee recently released a video called “The Left in 2018: Unhinged,” that depicts irrational rhetoric and actions aimed at Trump by comedians such as Kathy Griffin and Samantha Bee.",http://a57.foxnews.com/images.foxnews.com/content/fox-news/entertainment/2018/07/06/msnbc-dusts-off-1990s-comedian-sinbad-to-slam-post-dementia-president-trump/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1530884877012.jpg?ve=1,[],http://www.foxnews.com/entertainment/2018/07/06/msnbc-dusts-off-1990s-comedian-sinbad-to-slam-post-dementia-president-trump.html,2018-07-06 00:00:00
Indiana teen killed by basketball backboard in freak accident,[],"A 14-year-old boy in Indiana died Friday when a basketball backboard fell on him while he was playing with his younger sister, reports said.

Nolan Gerwels was playing Friday evening on an indoor court in the South Bend suburb of Granger when the rim, backboard and supporting bracket came out of the wall and fell on him, St. Joseph County police said.

Police said Nolan suffered apparent head injuries and was pronounced dead at a hospital.

""Obviously this is an extremely unusual event, so we’re doing a little bit of investigation in terms of just exactly how the goal and the support bracket for it was anchored to the wall,"" St. Joseph County Police Assistant Chief Bill Thompson told IndyStar.

Margaret Gerwels says her son was an honors student at middle school who loved sports and hoped to make the freshman basketball team this coming school year at Marian High School in Mishawaka.

""This is horrific and overwhelming,"" Gerwels said in a statement. ""We are a close family, so everyone bears this heavy weight of his absence. He was so, so loved by everyone.""

The Associated Press contributed to this report",http://a57.foxnews.com/images.foxnews.com/content/fox-news/us/2018/06/26/indiana-teen-killed-by-basketball-backboard-in-freak-accident/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1530005277871.jpg?ve=1,[],http://www.foxnews.com/us/2018/06/26/indiana-teen-killed-by-basketball-backboard-in-freak-accident.html,2018-06-26 00:00:00
Businesses hit pause on spending amid trade uncertainty: Fed minutes,['Matthew Rocco'],"The possibility of a full-blown trade war has forced some companies to pause investment plans, the Federal Reserve said Thursday.

Continue Reading Below

In minutes of its June meeting, the central bank’s Federal Open Market Committee (FOMC) noted that contacts across 12 districts have “expressed concern” that tariffs and other proposed trade restrictions would have adverse effects on their businesses. Some business contacts said capital spending plans were scaled back or postponed given uncertainty over global trade policy.

“Most [FOMC] participants noted that uncertainty and risks associated with trade policy had intensified and were concerned that such uncertainty and risks eventually could have negative effects on business sentiment and investment spending,” the Fed said.

Contacts in the steel and aluminum industries said they already expect higher prices due to import tariffs imposed by the Trump administration, according to the minutes. Those contacts did not report any plans to increase domestic capacity.

Concerns over a tariff spat between the U.S. and trade partners, including China, Canada and the European Union, could dampen expectations for a fourth rate hike in 2018.

Advertisement

In June, the Fed raised short-term interest rates for the second time this year and expects to increase rates twice more before the end of the 2018.

Beyond trade worries, “a number of participants” in the FOMC also said it would be premature to conclude that inflation has reached the Fed’s 2% target — a milestone that would encourage policymakers to raise interest rates.",https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2018/02/0/0/2017-03-28T170857Z_1_LYNXMPED2R1JB_3_USA-FED.jpg?ve=1&tl=1,[],http://www.foxbusiness.com/markets/businesses-hit-pause-on-spending-amid-trade-uncertainty-fed-minutes,
Wisconsin newlyweds nearly struck with falling tree branch,['Janine Puhak'],"Two Wisconsin newlyweds are thanking their lucky stars after narrowly dodging a falling tree branch – and a potential tragedy – on their big day.

Cheyenne and Lucas Kopeschka said “I do” on June 30, in an outdoor ceremony in Fredonia, Fox 6 reports. Sitting side-by-side at a picnic table after the wedding, the pair were drinking beer and discussing their affection for each other on camera just moments before the scare.

VETERAN, FIANCÉE WIN 'DREAM WEDDING' IN AUCTION AFTER COUPLE CALLS IT QUITS

In the footage, shot by Freddy Hernandez Photography & Media, the bride had just finished recalling one of the first things she loved about her beau (his Nikes) when the groom began to speak, and branches began to loudly crackle overhead.

The startled pair is then seen running out of the frame as a massive, leafy branch falls where they were sitting.

""Oh s----"" someone can be heard saying in the background. “Oh my god!” another adds.

“You always see stuff like this on YouTube videos but never in real life and when we saw it, we were all just shaken up,” Freddy Hernandez told CBS 58 of the moment, which has since been viewed over 17,000 times on Facebook.

He further divulged that right after the branch fell, Cheyenne mused, “Our love is forever going to be stronger than that tree.”

PHOTOGRAPHER TRACKS DOWN MYSTERY COUPLE AFTER CAPTURING THEIR PROPOSAL ON CAMERA

Incredibly, the new Mr. and Mrs. returned to the same picnic table to finish the video interview.

“We’ve never seen anything like this,” Hernandez said. “Just happy they walked out. We had an amazing rest of the day. They didn’t let this ruin their day.”

The couple isn't exactly hoping guests forget about the moment either, as they incorporated footage of the scene into their wedding video, along with more traditional moments like releasing a dove and celebrating their walk down the aisle.

FOLLOW US ON FACEBOOK FOR MORE FOX LIFESTYLE NEWS",http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/07/06/0/0/694940094001_5806243886001_5806240664001-vs.jpg?ve=1,[],http://www.foxnews.com/lifestyle/2018/07/06/wisconsin-newlyweds-nearly-struck-with-falling-tree-branch.html,2018-07-06 00:00:00
I’ll Tell You What…We’ll See What Happens,['Fox News Radio'],"Play Audio Clip Listen to audio clip.

Problem solved...

Dana Perino, former White House Press Secretary, co-host of Fox News Channel's ""The Five"" and host of ""The Daily Briefing"" and Chris Stirewalt Fox News Politics Editor, run through the daily goings on in the world of politics.

This week, Dana and Chris read the tea leaves regarding Tuesday's primaries, discuss the fascinating story of Scott Pruitt and share some great Charles Krauthammer stories.

CLICK HERE for Chris Stirewalt's wonderful piece on the great Dr. Krauthammer

Plus, Dana answers listener mail and Chris reviews the latest Dierks Bentley album.

LISTEN to ""Perino & Stirewalt: I'll Tell You What"":

Follow Dana Perino on Twitter: @DanaPerino and Facebook

Plus pick up her books: ""And The Good News Is..."" and ""Let Me Tell You About Jasper"" now available in paperback.

Follow Chris Stirewalt on Twitter: @ChrisStirewalt and subscribe to his political news note: 'FOX News Halftime Report'

And pre-order his new book: ""Every Man A King: A Short, Colorful History of American Populists""

Click HERE for more ""Perino & Stirewalt: I'll Tell You What""",https://radio.foxnews.com/wp-content/uploads/2017/07/social-media-meta-template-700x350.jpg,[],https://radio.foxnews.com/2018/06/13/ill-tell-you-what-well-see-what-happens/,2018-06-13 00:00:00
Judge Jeanine: Gowdy's Statement on Trump 'Spy' Claims Is 'Ridiculous',[],"Judge Jeanine Pirro said she is fired up, angry and confused by Rep. Trey Gowdy's (R-S.C.) statement that the FBI acted properly in its use of an informant in the Trump campaign to root out possible Russian meddling in the 2016 race.

“I am even more convinced that the FBI did exactly what my fellow citizens would want them to do when they got the information they got,” Gowdy said on “The Story” last week, adding that the move had “nothing to do with Donald Trump.”

Pirro said Gowdy, the chairman of the House Oversight & Government Reform Committee, said she's shocked by Gowdy's remarks, calling him one of the few people in Washington, D.C., who has the intelligence, expertise and ability to see through the ""nonsense"" -- and possible ""illegality"" -- going on at the FBI and Justice Department.

Giuliani: No Trump-Mueller Interview If We Don't Get to See Documents on FBI Informant

Napolitano Analyzes Alleged FBI 'Informant' in Trump Campaign

“No. 1, Trey Gowdy knows he’s not supposed to confirm or deny 'SpyGate,'"" Pirro said. ""No. 2, saying that the placing of a spy, or a confidential human source, as the big shots call it, in the Trump campaign has nothing to do with Donald Trump is ridiculous.”

Instead of her typical opening statement, Pirro spoke to several of Gowdy's closest colleagues: Reps. Jim Jordan (R-Ohio), Mark Meadows (R-N.C.) and Ron DeSantis (R-Fla.) about the FBI's use of an informant -- or ""spy"" -- in the Trump campaign.

Watch the ""Justice"" segment below.

Pirro Says DOJ Officials Should Be Impeached for Stonewalling Congress

Pelosi Challenged on Infamous 'Crumbs' Remark, Collusion Evidence at Town Hall

'Abuse of Power': Rep. Biggs Says Mueller Is Investigating a Person, Not a Crime",http://insider.foxnews.com/sites/insider.foxnews.com/files/styles/780/public/060318_jj.jpg?itok=xvYWHCWU,[],http://insider.foxnews.com/2018/06/03/judge-jeanine-pirro-trey-gowdy-statement-trump-spy-claims-ridiculous,2018-06-03 00:00:00
Stephen Miller Furious At ProPublica For Only Releasing 7-Minute Recording Of Immigrant Children Sobbing,['The Onion'],"WASHINGTON—Claiming that the publication of such a brief, tantalizing bit of audio was a breach of their journalistic responsibility, a furious Stephen Miller told reporters Tuesday that he was outraged at ProPublica for only releasing seven minutes of immigrant children sobbing. “It’s unacceptable that this so-called news organization saw fit to foist this total tease of a clip on the American public,” said Miller, who expressed frustration that the audio, in which 10 detained Central American children can be heard crying out for their parents, ended before reaching “the really good stuff.” “Sure, they’re wailing ‘Mami’ and ‘Papa’ so hard they can’t breathe, and I guess the part where that 6-year-old desperately rattles off her aunt’s phone number is kind of satisfying, but ultimately it only conveys a very small fraction of what we’re doing here. I’ve listened to this recording dozens and dozens of times in the past day, and it’s just simply nowhere near enough to scratch the itch. Shame on you, ProPublica.” Miller added that the one silver lining was the likelihood that other outlets would soon broadcast hours of comprehensive, high-quality footage of immigrant children being tormented.

This example of peerless reportage comes to you from Onion Social News. Onion Social News gives users access to the finest algorithmically-selected journalism, controlling what you see and when you see it for the betterment of humanity and beyond. To learn more, click here.","https://i.kinja-img.com/gawker-media/image/upload/s--ahw6XevQ--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/djdrcrztraotbzk1yc2e.jpg",[],https://politics.theonion.com/stephen-miller-furious-at-propublica-for-only-releasing-1826958853,
Coworkers All Saying Names Of Countries Must Mean World Cup Starting,['The Onion'],"The Onion | Local

Man Offended By Rude Female Coworker Continuing To Speak Over Him After He Clearly Interrupted Her","https://i.kinja-img.com/gawker-media/image/upload/s--07S3LpP1--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/onjuqut0hvnyq30quuxc.jpg",[],https://local.theonion.com/coworkers-all-saying-names-of-countries-must-mean-world-1826799507,
Couple Fucking At Next Table Obviously On Third Date,['The Onion'],"SARATOGA SPRINGS, NY—Unable to help themselves from eavesdropping on the interaction going on in the romantic corner behind them, diners at the Boca Bistro told reporters Monday that the couple fucking at the next table was obviously on their third date. “From the number of excuse-me’s and little exclamations of surprise, you can tell they clearly don’t know each other all that well yet, but it’s pretty obvious this isn’t their first date,” said restaurant patron Alan Geiger, adding that it seemed the fornicating pair was becoming comfortable enough to actually enjoy themselves without worrying so much about impressing the other. “They’re having a good time despite being at least a little nervous. Of course, they’re stammering and fumbling around a bit, sure, and you can tell they’re both worried about their hair, but there’s no denying that the two of them have chemistry.” Sources close to the couple confirmed they had a really nice time and are making plans to do it again sometime.

Advertisement","https://i.kinja-img.com/gawker-media/image/upload/s--au4b0QKj--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/bdksiuvpclkizmy0clmg.jpg",[],https://local.theonion.com/couple-fucking-at-next-table-obviously-on-third-date-1826735326,
Asshole Taking Up Two Plots,['The Onion'],"The Onion | Local

Man Offended By Rude Female Coworker Continuing To Speak Over Him After He Clearly Interrupted Her","https://i.kinja-img.com/gawker-media/image/upload/s--mxvlJnBQ--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/lnabztvcr0kospvbvx8u.jpg",[],https://local.theonion.com/asshole-taking-up-two-plots-1827104786,
Lionel Messi Pissed After Forgetting To Wear Fitbit During Last Game,['The Onion'],"MOSCOW—Lamenting that his fitness goals would now be thrown off for the rest of the World Cup, Argentinian forward Lionel Messi was reportedly pissed off Saturday after forgetting to wear his Fitbit watch during a group stage match against Iceland. “Shit. Of course the one time I leave it in the locker room, I go out there and run, like, 10,000 steps,” said the five-time Ballon d’Or winner, adding that failing to log his activity stung even harder because he was merely 800 steps away from earning Fitbit’s “Ruby Slippers” badge, which he’d been attempting to earn throughout Argentina’s warm-up matches. “Ugh, now I’m going to have this weird dip in my activity, and my World Cup weight goal is totally going to be messed up. And I just know Sergio [Agüero] is going to rub it in my face—he was running like a mad man out there; there’s no way he didn’t beat my step record.” At press time, team sources confirmed Messi had since placed his Fitbit back on his wrist and was doing laps around Spartak Stadium to rack up extra miles.

Advertisement","https://i.kinja-img.com/gawker-media/image/upload/s--H31qZAtW--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/hpkrqcisor6woihvbq6a.jpg",[],https://sports.theonion.com/lionel-messi-pissed-after-forgetting-to-wear-fitbit-dur-1826929880,
Red Sox Team Doctor Unclear Whether He Supposed To Join Fight Or Not,['The Onion'],"TAMPA BAY, FL—Watching with puzzled concern as his team ran onto the field and began shoving the opposing players, Boston Red Sox physician Adam Foster told reporters Wednesday that it was unclear if he should join a bench-clearing brawl with the Tampa Bay Rays. “I’m always happy to help the team, but I’m not sure if I’m supposed to jump in here. It just feels weird standing around while everyone is fighting 20 feet away,” said Foster, who wavered between his options while considering if he should run on the field and tackle a Tampa Bay player who was pulling Red Sox outfielder J.D. Martinez off the Ray’s third-base coach. “Maybe I could break up a fight, just so none of our guys get hurt. I should be looking out for them, right? Even the goddamn equipment manager is out there. Maybe I can just sneak up on someone and cold-cock them before anyone notices.” At press time, Foster had stepped onto the field only to be knocked out by an errant elbow from Red Sox pitcher Chris Sale.

Advertisement","https://i.kinja-img.com/gawker-media/image/upload/s--yKozK3tS--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/smarm2qtji0wadta2u33.jpg",[],https://sports.theonion.com/red-sox-team-doctor-unclear-whether-he-supposed-to-join-1826270750,
Man Offended By Rude Female Coworker Continuing To Speak Over Him After He Clearly Interrupted Her,['The Onion'],"ST. LOUIS, MO—Saying the rude woman in question “didn’t even try to let him finish his interjection,” marketing analyst Kevin Ferris took deep personal offense Thursday when his female coworker continued speaking after he clearly interrupted her. “God, I’ll be right in the middle of butting in and Morgan will just totally monopolize the conversation she was having,” said Ferris, adding that his associate raises her voice in meetings the second he tries to cut her off and insists on always getting the last word of her sentences. “Do you know how humiliating it is to try and derail someone’s comment only to have them finish it in front of the entire room? You’ve been talking for three seconds, for Christ’s sake! It’s almost enough to make a guy feel like what he has to say isn’t way more important than whatever she was already saying.” Ferris added that any woman who impolitely refused to be interrupted was a major obstacle to productivity, as she made it much more difficult to repeat her ideas 10 seconds later as if they were his own.

Advertisement","https://i.kinja-img.com/gawker-media/image/upload/s--p8GreLk0--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/lwhnpxgx8evxgf3sznrf.jpg",[],https://local.theonion.com/man-offended-by-rude-female-coworker-continuing-to-spea-1827204473,
